dtx,c_ads,nome,n_prg_str,n_prg_ram,n_prg_km,c_str,c_ram,c_ver_per,c_dir,t_des_str,t_des_ram,dir,cap,aspi,c_reg,c_soc,daDes,daDtx,daType,aaDes,aaDtx,c_unv_pnt_pri,c_unv_pnt_sec,aaType,carbCbrd,carbDesbrd,lon,lat,c_tip_dev,radius,position,autostrade_dtx,idImpianto,nome_impianto,Bandiera,Brand
3857,N25,BEVANO EST,10,10,89.5,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BOLOGNA,BOLOGNA,S,8,6,Cesena Nord,3856,SC,Forli`,3858,59,309,SC,a1C7T0000007cpHUAQ,ENI,12.17712,44.2175,ADS,26,"{'lat': 44.2175, 'lon': 12.17712, 'type': 'ADS', 'radius': 26}",3857,53032.0,BEVANO EST,Agip Eni,AGIP ENI
10184,N26,BEVANO OVEST,10,10,89.5,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,TARANTO,S,8,6,Forli`,3858,SC,Cesena Nord,3856,309,59,SC,a1CTk000000HIuzMAG,Esso,12.17643,44.21722,ADS,26,"{'lat': 44.21722, 'lon': 12.17643, 'type': 'ADS', 'radius': 26}",10184,3587.0,BEVANO OVEST,Esso,ESSO
3882,N30,RUBICONE EST,10,10,111.3,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BOLOGNA,BOLOGNA,S,8,6,Rimini Nord,3860,SC,Valle Rubicone,25317,313,2821,SC,a1C7T0000007cqAUAQ,SARNI OIL,12.4084,44.1169,ADS,31,"{'lat': 44.1169, 'lon': 12.4084, 'type': 'ADS', 'radius': 31}",3882,52219.0,RUBICONE EST,Sarni Oil,SARNI OIL
10191,N31,RUBICONE OVEST,10,10,111.3,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,TARANTO,S,8,6,Valle Rubicone,25317,SC,Rimini Nord,3860,2821,313,SC,a1C7T0000007cphUAA,Q8,12.40817,44.11638,ADS,22,"{'lat': 44.11638, 'lon': 12.40817, 'type': 'ADS', 'radius': 22}",10191,57104.0,RUBICONE OVEST,Q8,Q8
3861,N35,MONTEFELTRO EST,10,10,133.6,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BOLOGNA,BOLOGNA,S,8,6,Riccione,3881,SC,Rimini Sud,3862,317,314,SC,a1C7T0000007cphUAA,Q8,12.61928,43.9951,ADS,49,"{'lat': 43.9951, 'lon': 12.61928, 'type': 'ADS', 'radius': 49}",3861,55534.0,MONTEFELTRO EST,Q8,Q8
10185,N36,MONTEFELTRO OVEST,10,10,133.6,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,TARANTO,S,8,6,Rimini Sud,3862,SC,Riccione,3881,314,317,SC,a1C7T0000007cpHUAQ,ENI,12.61873,43.99435,ADS,40,"{'lat': 43.99435, 'lon': 12.61873, 'type': 'ADS', 'radius': 40}",10185,3714.0,MONTEFELTRO OVEST,Agip Eni,AGIP ENI
10188,N41,FOGLIA OVEST,10,10,158.9,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,TARANTO,S,11,6,Pesaro-Urbino,3869,SC,Fano,3867,623,625,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,12.87955,43.89389,ADS,34,"{'lat': 43.89389, 'lon': 12.87955, 'type': 'ADS', 'radius': 34}",10188,53675.0,FOGLIA OVEST,Api-Ip,IP GRUPPO API
10187,N45,METAURO EST,10,10,186.2,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BOLOGNA,BOLOGNA,S,11,6,Senigallia,3864,SC,Marotta-Mondolfo,3865,2730,626,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,13.14563,43.75565,ADS,57,"{'lat': 43.75565, 'lon': 13.14563, 'type': 'ADS', 'radius': 57}",10187,3992.0,METAURO EST,Api-Ip,IP GRUPPO API
3866,N46,METAURO OVEST,10,10,186.2,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,TARANTO,S,11,6,Marotta-Mondolfo,3865,SC,Senigallia,3864,626,2730,SC,a1C7T0000007cqAUAQ,SARNI OIL,13.1449,43.75482,ADS,48,"{'lat': 43.75482, 'lon': 13.1449, 'type': 'ADS', 'radius': 48}",3866,3649.0,METAURO OVEST,Api-Ip,SARNI OIL
3863,N50,ESINO EST,10,10,208.7,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BOLOGNA,BOLOGNA,S,11,6,Ancona Nord,3880,SC,Montemarciano,25307,629,2830,SC,a1C7T0000007cpHUAQ,ENI,13.33516,43.62749,ADS,46,"{'lat': 43.62749, 'lon': 13.33516, 'type': 'ADS', 'radius': 46}",3863,3717.0,ESINO EST,Agip Eni,AGIP ENI
10186,N51,ESINO OVEST,10,10,208.7,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,TARANTO,S,11,6,Montemarciano,25307,SC,Ancona Nord,3880,2830,629,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,13.33395,43.62661,ADS,50,"{'lat': 43.62661, 'lon': 13.33395, 'type': 'ADS', 'radius': 50}",10186,3546.0,ESINO OVEST,Api-Ip,IP GRUPPO API
3891,N55,CONERO EST,10,10,239.0,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,BOLOGNA,S,11,6,Loreto-Porto Recanati,3890,SC,Ancona Sud,3892,632,630,SC,a1C7T0000007cphUAA,Q8,13.59627,43.48217,ADS,78,"{'lat': 43.48217, 'lon': 13.59627, 'type': 'ADS', 'radius': 78}",3891,51024.0,CONERO EST,Q8,Q8
10194,N56,CONERO OVEST,10,10,239.0,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,TARANTO,S,11,6,Ancona Sud,3892,SC,Loreto-Porto Recanati,3890,630,632,SC,a1C7T0000007cpHUAQ,ENI,13.59507,43.48117,ADS,58,"{'lat': 43.48117, 'lon': 13.59507, 'type': 'ADS', 'radius': 58}",10194,3706.0,CONERO OVEST,Agip Eni,AGIP ENI
3883,N60,CHIENTI EST,10,10,263.9,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,BOLOGNA,S,11,6,Porto S. Elpidio,25236,SC,Civitanova Marche-Macerata,3889,2736,633,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,13.72377,43.28592,ADS,56,"{'lat': 43.28592, 'lon': 13.72377, 'type': 'ADS', 'radius': 56}",3883,43570.0,CHIENTI EST,Api-Ip,IP GRUPPO API
10192,N61,CHIENTI OVEST,10,10,263.9,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,TARANTO,S,11,6,Civitanova Marche-Macerata,3889,SC,Porto S. Elpidio,25236,633,2736,SC,a1C7T0000007cqAUAQ,SARNI OIL,13.72237,43.28556,ADS,47,"{'lat': 43.28556, 'lon': 13.72237, 'type': 'ADS', 'radius': 47}",10192,51927.0,CHIENTI OVEST,Sarni Oil,SARNI OIL
3885,N65,PICENO EST,10,10,290.8,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,BOLOGNA,S,11,6,Grottammare,11179,SC,Pedaso,3886,2115,638,SC,a1C7T0000007cpHUAQ,ENI,13.8442,43.0754,ADS,58,"{'lat': 43.0754, 'lon': 13.8442, 'type': 'ADS', 'radius': 58}",3885,46337.0,PICENO EST,Agip Eni,AGIP ENI
10193,N66,PICENO OVEST,10,10,290.8,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,TARANTO,S,11,6,Pedaso,3886,SC,Grottammare,11179,638,2115,SC,a1C7T0000007cphUAA,Q8,13.84292,43.0749,ADS,52,"{'lat': 43.0749, 'lon': 13.84292, 'type': 'ADS', 'radius': 52}",10193,3733.0,PICENO OVEST,Q8,Q8
3897,N70,TORTORETO EST,10,10,323.7,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,BOLOGNA,S,11,6,Teramo-Giulianova-Mosciano S.Angelo,3887,SC,Val Vibrata,11073,642,2049,SC,a1CTk000000HIuzMAG,Esso,13.92885,42.80442,ADS,47,"{'lat': 42.80442, 'lon': 13.92885, 'type': 'ADS', 'radius': 47}",3897,54699.0,TORTORETO EST,Esso,ESSO
10197,N71,TORTORETO OVEST,10,10,323.7,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,TARANTO,S,13,6,Val Vibrata,11073,SC,Teramo-Giulianova-Mosciano S.Angelo,3887,2049,642,SC,a1C7T0000007cplUAA,TAMOIL,13.92715,42.80566,ADS,40,"{'lat': 42.80566, 'lon': 13.92715, 'type': 'ADS', 'radius': 40}",10197,3747.0,TORTORETO OVEST,Tamoil,TAMOIL
10196,N76,VOMANO OVEST,10,10,340.3,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,TARANTO,S,13,6,Teramo-Giulianova-Mosciano S.Angelo,3887,SC,Roseto degli Abruzzi,3888,642,644,SC,a1C7T0000007cpHUAQ,ENI,13.9403,42.6704,ADS,47,"{'lat': 42.6704, 'lon': 13.9403, 'type': 'ADS', 'radius': 47}",10196,53673.0,VOMANO OVEST,Agip Eni,AGIP ENI
3896,N75,VOMANO EST,10,10,340.3,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,BOLOGNA,S,13,6,Roseto degli Abruzzi,3888,SC,Teramo-Giulianova-Mosciano S.Angelo,3887,644,642,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,13.94285,42.66885,ADS,45,"{'lat': 42.66885, 'lon': 13.94285, 'type': 'ADS', 'radius': 45}",3896,60691.0,VOMANO EST,Api-Ip,IP GRUPPO API
10195,N81,TORRE CERRANO OVEST,10,10,363.1,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,TARANTO,S,13,6,Atri Pineto,3895,SC,Pescara Nord-Città Sant'Angelo,3894,645,650,SC,a1CTk000000HIuzMAG,Esso,14.12497,42.53045,ADS,41,"{'lat': 42.53045, 'lon': 14.12497, 'type': 'ADS', 'radius': 41}",10195,34295.0,TORRE CERRANO OVEST,Esso,ESSO
3893,N80,TORRE CERRANO EST,10,10,363.1,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,BOLOGNA,S,13,6,Pescara Nord-Città Sant'Angelo,3894,SC,Atri Pineto,3895,650,645,SC,a1C7T0000007cpHUAQ,ENI,14.12545,42.53115,ADS,43,"{'lat': 42.53115, 'lon': 14.12545, 'type': 'ADS', 'radius': 43}",3893,3715.0,TORRE CERRANO EST,Agip Eni,AGIP ENI
3915,N85,ALENTO EST,10,10,393.9,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,13,6,Ortona,3914,SC,Pescara Sud-Francavilla,3916,613,611,SC,a1C7T0000007cphUAA,Q8,14.28942,42.38812,ADS,60,"{'lat': 42.38812, 'lon': 14.28942, 'type': 'ADS', 'radius': 60}",3915,36293.0,ALENTO EST,Q8,Q8
10206,N86,ALENTO OVEST,10,10,393.9,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,13,6,Pescara Sud-Francavilla,3916,SC,Ortona,3914,611,613,SC,a1C7T0000007cpHUAQ,ENI,14.28807,42.38682,ADS,46,"{'lat': 42.38682, 'lon': 14.28807, 'type': 'ADS', 'radius': 46}",10206,3730.0,ALENTO OVEST,Agip Eni,AGIP ENI
10205,N91,SANGRO OVEST,10,10,428.0,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,13,6,Val di Sangro,3912,SC,Vasto Nord,3929,615,649,SC,a1C7T0000007cphUAA,Q8,14.5623,42.19988,ADS,43,"{'lat': 42.19988, 'lon': 14.5623, 'type': 'ADS', 'radius': 43}",10205,36284.0,SANGRO OVEST,Q8,Q8
3911,N90,SANGRO EST,10,10,428.0,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,13,6,Vasto Nord,3929,SC,Val di Sangro,3912,649,615,SC,a1C7T0000007cqAUAQ,SARNI OIL,14.56275,42.20058,ADS,40,"{'lat': 42.20058, 'lon': 14.56275, 'type': 'ADS', 'radius': 40}",3911,47702.0,SANGRO EST,Sarni Oil,SARNI OIL
3910,N95,TRIGNO EST,10,10,457.7,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,14,6,Termoli,3909,SC,Vasto Sud,3928,620,617,SC,a1C7T0000007cpHUAQ,ENI,14.81484,42.04716,ADS,42,"{'lat': 42.04716, 'lon': 14.81484, 'type': 'ADS', 'radius': 42}",3910,47661.0,TRIGNO EST,Agip Eni,AGIP ENI
10204,N96,TRIGNO OVEST,10,10,457.7,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,14,6,Vasto Sud,3928,SC,Termoli,3909,617,620,SC,a1C7T0000007cplUAA,TAMOIL,14.81365,42.04682,ADS,40,"{'lat': 42.04682, 'lon': 14.81365, 'type': 'ADS', 'radius': 40}",10204,37289.0,TRIGNO OVEST,Tamoil,TAMOIL
3927,O05,RIO VIVO EST,10,10,472.7,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,14,6,Termoli,3909,SC,Vasto Sud,3928,620,617,SC,a1C7T0000007cplUAA,TAMOIL,14.97842,41.99809,ADS,45,"{'lat': 41.99809, 'lon': 14.97842, 'type': 'ADS', 'radius': 45}",3927,31338.0,RIO VIVO EST,Tamoil,TAMOIL
10198,O11,TORRE FANTINE OVEST,10,10,492.5,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,17,6,Termoli,3909,SC,C.C. A14 Tronco 7-Tronco 8,10908,620,1082,CC,a1C7T0000007cqAUAQ,SARNI OIL,15.1691,41.90873,ADS,42,"{'lat': 41.90873, 'lon': 15.1691, 'type': 'ADS', 'radius': 42}",10198,47640.0,TORRE FANTINE OVEST,Sarni Oil,SARNI OIL
3899,O10,TORRE FANTINE EST,10,10,492.5,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,14,6,C.C. A14 Tronco 7-Tronco 8,10908,CC,Termoli,3909,1082,620,SC,a1C7T0000007cqAUAQ,SARNI OIL,15.169,41.90963,ADS,48,"{'lat': 41.90963, 'lon': 15.169, 'type': 'ADS', 'radius': 48}",3899,35466.0,TORRE FANTINE EST,Sarni Oil,SARNI OIL
10199,O16,S.TRIFONE OVEST,10,10,517.51,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,17,6,Poggio Imperiale,3900,SC,San Severo,3926,1083,674,SC,a1CTk000000HIuzMAG,Esso,15.38542,41.78022,ADS,40,"{'lat': 41.78022, 'lon': 15.38542, 'type': 'ADS', 'radius': 40}",10199,36719.0,S.TRIFONE OVEST,Esso,ESSO
24666,O21,GARGANO OVEST,10,10,542.0,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,11,6,San Severo,3926,SC,Foggia,3925,674,676,SC,a1C7T0000007cphUAA,Q8,15.50058,41.59069,ADS,57,"{'lat': 41.59069, 'lon': 15.50058, 'type': 'ADS', 'radius': 57}",24666,35465.0,GARGANO OVEST,Q8,Q8
3902,O20,GARGANO EST,10,10,542.23,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,17,6,Foggia,3925,SC,San Severo,3926,676,674,SC,a1C7T0000007cplUAA,TAMOIL,15.5014,41.59137,ADS,41,"{'lat': 41.59137, 'lon': 15.5014, 'type': 'ADS', 'radius': 41}",3902,30081.0,GARGANO EST,Tamoil,TAMOIL
3903,O30,LE SALINE EST,10,10,587.17,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,17,6,Foggia Zona Industriale,25935,SC,Foggia,3925,70202,676,SC,a1C7T0000007cqAUAQ,SARNI OIL,15.87622,41.32988,ADS,53,"{'lat': 41.32988, 'lon': 15.87622, 'type': 'ADS', 'radius': 53}",3903,35464.0,LE SALINE EST,Sarni Oil,SARNI OIL
10201,O31,LE SALINE OVEST,10,10,587.17,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,17,6,Foggia,3925,SC,Foggia Zona Industriale,25935,676,70202,SC,a1C7T0000007cqAUAQ,SARNI OIL,15.8765,41.32858,ADS,71,"{'lat': 41.32858, 'lon': 15.8765, 'type': 'ADS', 'radius': 71}",10201,36840.0,LE SALINE OVEST,Sarni Oil,SARNI OIL
10202,O36,CANNE BATTAGLIA OVEST,10,10,620.36,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,17,6,Canosa,3923,SC,Andria-Barletta,3922,586,588,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,16.21982,41.25094,ADS,35,"{'lat': 41.25094, 'lon': 16.21982, 'type': 'ADS', 'radius': 35}",10202,54487.0,CANNE BATTAGLIA OVEST,Api-Ip,IP GRUPPO API
3905,O35,CANNE BATTAGLIA EST,10,10,620.36,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,17,6,Andria-Barletta,3922,SC,Canosa,3923,588,586,SC,a1C7T0000007cphUAA,Q8,16.21953,41.2516,ADS,36,"{'lat': 41.2516, 'lon': 16.21953, 'type': 'ADS', 'radius': 36}",3905,3514.0,CANNE BATTAGLIA EST,Q8,Q8
10203,O41,DOLMEN DI BISCEGLIE OVEST,10,10,644.41,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,17,6,Trani,3906,SC,Molfetta,3907,589,686,SC,a1C7T0000007cplUAA,TAMOIL,16.48127,41.19279,ADS,55,"{'lat': 41.19279, 'lon': 16.48127, 'type': 'ADS', 'radius': 55}",10203,38500.0,DOLMEN DI BISCEGLIE OVEST,Tamoil,TAMOIL
3908,O40,DOLMEN DI BISCEGLIE EST,10,10,644.41,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,17,6,Molfetta,3907,SC,Trani,3906,686,589,SC,a1CTk000000HIuzMAG,Esso,16.48102,41.19389,ADS,56,"{'lat': 41.19389, 'lon': 16.48102, 'type': 'ADS', 'radius': 56}",3908,38502.0,DOLMEN DI BISCEGLIE EST,Esso,ESSO
3920,O45,MURGE EST,10,10,671.44,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,PESCARA,BOLOGNA,S,17,6,Bari Nord,3919,SC,Bitonto,3921,609,687,SC,a1C7T0000007cpHUAQ,ENI,16.76915,41.0958,ADS,33,"{'lat': 41.0958, 'lon': 16.76915, 'type': 'ADS', 'radius': 33}",3920,3853.0,MURGE EST,Agip Eni,AGIP ENI
10207,O46,MURGE OVEST,10,10,671.44,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,TARANTO,S,17,6,Bitonto,3921,SC,Bari Nord,3919,687,609,SC,a1C7T0000007cpHUAQ,ENI,16.76903,41.09514,ADS,35,"{'lat': 41.09514, 'lon': 16.76903, 'type': 'ADS', 'radius': 35}",10207,47483.0,MURGE OVEST,Agip Eni,AGIP ENI
24670,O51,LE FONTI OVEST,10,10,697.5,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,TARANTO,TARANTO,S,17,6,Bari Sud,3931,SC,Acquaviva delle Fonti,3935,689,690,SC,a1C7T0000007cqAUAQ,SARNI OIL,16.8716,40.89864,ADS,49,"{'lat': 40.89864, 'lon': 16.8716, 'type': 'ADS', 'radius': 49}",24670,3511.0,LE FONTI OVEST,Sarni Oil,SARNI OIL
3936,O50,LE FONTI EST,10,10,697.62,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BARI,BOLOGNA,S,17,6,Acquaviva delle Fonti,3935,SC,Bari Sud,3931,690,689,SC,a1C7T0000007cplUAA,TAMOIL,16.87356,40.89645,ADS,27,"{'lat': 40.89645, 'lon': 16.87356, 'type': 'ADS', 'radius': 27}",3936,35468.0,LE FONTI EST,Tamoil,TAMOIL
584,N15,S.EUFEMIA EST,10,11,19.9,A14,D14,S,S,A14 BOLOGNA-TARANTO,A14 Diramazione per Ravenna,AUTOSTRADA BOLOGNA-TARANTO,AUTOSTRADA BOLOGNA-TARANTO,S,8,6,Fornace Zarattini,580,SL,Svincolo di Bagnacavallo,24818,367,2458,SL,a1C7T0000007cqAUAQ,SARNI OIL,12.0467,44.40202,ADS,43,"{'lat': 44.40202, 'lon': 12.0467, 'type': 'ADS', 'radius': 43}",584,37349.0,SANT'EUFEMIA EST,Sarni Oil,SARNI OIL
10092,N16,S.EUFEMIA OVEST,10,11,19.9,A14,D14,D,D,A14 BOLOGNA-TARANTO,A14 Diramazione per Ravenna,RAVENNA,RAVENNA,S,8,6,Svincolo di Bagnacavallo,24818,SL,Fornace Zarattini,580,2458,367,SL,a1C7T0000007cqAUAQ,SARNI OIL,12.04575,44.40322,ADS,64,"{'lat': 44.40322, 'lon': 12.04575, 'type': 'ADS', 'radius': 64}",10092,37350.0,S.EUFEMIA OVEST,Sarni Oil,SARNI OIL
10511,454,SCARMAGNO  EST,16,16,35.5,A05,A5,D,D,A5 TORINO - AOSTA - MONTE BIANCO,A5 Torino-Aosta-Monte Bianco,MONTE BIANCO,MONTE BIANCO,N,2,21,Scarmagno,9,SC,allacciamento raccordo A4-A5,13,72004,72002,NC,,,7.8481,45.40754,ADS,43,"{'lat': 45.40754, 'lon': 7.8481, 'type': 'ADS', 'radius': 43}",10511,3468.0,SCARMAGNO EST,Api-Ip,IP GRUPPO API
10512,455,SCARMAGNO OVEST,16,16,35.5,A05,A5,S,S,A5 TORINO - AOSTA - MONTE BIANCO,A5 Torino-Aosta-Monte Bianco,TORINO,TORINO,N,2,21,allacciamento raccordo A4-A5,13,NC,Scarmagno,9,72002,72004,SC,,,7.84697,45.407,ADS,47,"{'lat': 45.407, 'lon': 7.84697, 'type': 'ADS', 'radius': 47}",10512,35933.0,SCARMAGNO OVEST,Esso,ESSO
18,451,CHATILLON-SAINT VINCENT SUD,16,16,81.3,A05,A5,S,S,A5 TORINO - AOSTA - MONTE BIANCO,A5 Torino-Aosta-Monte Bianco,TORINO,TORINO,N,1,17,Chatillon-Saint Vincent,3,SC,Verres,4,937,936,SC,,,7.6238,45.74745,ADS,40,"{'lat': 45.74745, 'lon': 7.6238, 'type': 'ADS', 'radius': 40}",18,47886.0,CHATILLON- ST. VINCENT SUD,Agip Eni,AGIP ENI
10001,450,CHATILLON-SAINT VINCENT NORD,16,16,81.3,A05,A5,D,D,A5 TORINO - AOSTA - MONTE BIANCO,A5 Torino-Aosta-Monte Bianco,MONTE BIANCO,MONTE BIANCO,N,1,17,Verres,4,SC,Chatillon-Saint Vincent,3,936,937,SC,,,7.62247,45.74804,ADS,22,"{'lat': 45.74804, 'lon': 7.62247, 'type': 'ADS', 'radius': 22}",10001,52063.0,CHATILLON- ST. VINCENT NORD,Api-Ip,IP GRUPPO API
10102,459,VIVERONE NORD,16,17,13.4,A05,R4,S,S,A5 TORINO - AOSTA - MONTE BIANCO,Raccordo A4-A5 Ivrea-Santhia,IVREA,IVREA,N,2,21,allacciamento A4,686,NC,Albiano,685,541,72007,SC,,,8.01291,45.40846,ADS,39,"{'lat': 45.40846, 'lon': 8.01291, 'type': 'ADS', 'radius': 39}",10102,31053.0,VIVERONE NORD,Q8,Q8
687,458,VIVERONE SUD,16,17,13.4,A05,R4,D,D,A5 TORINO - AOSTA - MONTE BIANCO,Raccordo A4-A5 Ivrea-Santhia,AUTOSTRADA TORINO-TRIESTE,AUTOSTRADA TORINO-TRIESTE,N,2,21,Albiano,685,SC,allacciamento A4,686,72007,541,NC,,,8.01248,45.40767,ADS,43,"{'lat': 45.40767, 'lon': 8.01248, 'type': 'ADS', 'radius': 43}",687,16443.0,VIVERONE SUD,Tamoil,TAMOIL
40,473,RIO DEI COCCHI OVEST,19,19,10.8,A06,A6,D,D,A6 TORINO-SAVONA,A6 Torino-Savona,SAVONA,SAVONA,N,2,26,allacciamento Moncalieri-Tangenziale Sud Torino,42,,Barriera di Torino,39,934,910,BC,,,7.74658,44.87377,ADS,44,"{'lat': 44.87377, 'lon': 7.74658, 'type': 'ADS', 'radius': 44}",40,58246.0,RIO DEI COCCHI OVEST,Esso,ESSO
10009,474,RIO DEI COCCHI EST,19,19,10.8,A06,A6,S,S,A6 TORINO-SAVONA,A6 Torino-Savona,TORINO,TORINO,N,2,26,Barriera di Torino,39,BC,allacciamento Moncalieri-Tangenziale Sud Torino,42,910,934,,,,7.74767,44.87552,ADS,52,"{'lat': 44.87552, 'lon': 7.74767, 'type': 'ADS', 'radius': 52}",,,,,
10008,475,RIO COLORE OVEST,19,19,29.8,A06,A6,D,D,A6 TORINO-SAVONA,A6 Torino-Savona,SAVONA,SAVONA,N,2,26,Carmagnola,38,SC,Marene,36,911,912,SC,,,7.76253,44.70385,ADS,50,"{'lat': 44.70385, 'lon': 7.76253, 'type': 'ADS', 'radius': 50}",,,,,
37,476,RIO COLORE EST,19,19,29.8,A06,A6,S,S,A6 TORINO-SAVONA,A6 Torino-Savona,TORINO,TORINO,N,2,26,Marene,36,SC,Carmagnola,38,912,911,SC,,,7.7638,44.70452,ADS,54,"{'lat': 44.70452, 'lon': 7.7638, 'type': 'ADS', 'radius': 54}",37,46784.0,RIO COLORE EST,Q8,Q8
10007,477,RIO GHIDONE OVEST,19,19,47.8,A06,A6,D,D,A6 TORINO-SAVONA,A6 Torino-Savona,SAVONA,SAVONA,N,2,26,Marene,36,SC,Fossano,34,912,914,SC,,,7.78457,44.54885,ADS,48,"{'lat': 44.54885, 'lon': 7.78457, 'type': 'ADS', 'radius': 48}",10007,46826.0,RIO GHIDONE OVEST,Q8,Q8
35,478,RIO GHIDONE EST,19,19,47.8,A06,A6,S,S,A6 TORINO-SAVONA,A6 Torino-Savona,TORINO,TORINO,N,2,26,Fossano,34,SC,Marene,36,914,912,SC,,,7.7859,44.54913,ADS,52,"{'lat': 44.54913, 'lon': 7.7859, 'type': 'ADS', 'radius': 52}",35,46783.0,RIO GHIDONE EST,Sarni Oil,SARNI OIL
32,480,MONDOVI EST,19,19,61.6,A06,A6,S,S,A6 TORINO-SAVONA,A6 Torino-Savona,TORINO,TORINO,N,2,26,Mondovi`,31,SC,Carru`,33,1006,915,SC,,,7.85032,44.4346,ADS,60,"{'lat': 44.4346, 'lon': 7.85032, 'type': 'ADS', 'radius': 60}",32,58255.0,MONDOVI EST,Esso,ESSO
10002,481,PRIERO OVEST,19,19,84.3,A06,A6,D,D,A6 TORINO-SAVONA,A6 Torino-Savona,SAVONA,SAVONA,N,7,26,Ceva,19,SC,Millesimo,25,1009,1012,SC,,,8.07628,44.37178,ADS,52,"{'lat': 44.37178, 'lon': 8.07628, 'type': 'ADS', 'radius': 52}",10002,47693.0,PRIERO OVEST,Sarni Oil,SARNI OIL
